year month day temp_2 temp_1 average friend week_Fri week_Mon week_Sat week_Sun week_Thurs week_Tues week_Wed 
0.0 -1.5678393027156026 -1.656821712963541 -1.4845238797993818 -1.4944354927074786 -1.3470703046241475 -1.9889166837213617 2.4413111231467406 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -1.5426712563982445 -1.5692981348322312 -1.4944354927074786 -1.3375575209635777 0.06187740793799787 -0.4096159602595202 -0.40482045237636805 2.4413111231467406 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -1.428520799832948 -1.4845238797993818 -1.5795383484532164 -1.3280447373030089 -0.25855916888377706 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 2.4702309236843685 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -1.3143703432676517 -1.5692981348322312 -1.8348469156904292 -1.3185319536424394 -0.450821114976842 -0.4096159602595202 2.4702309236843685 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -1.2002198867023552 -1.8236208999307797 -1.9199497714361669 -1.3090191699818696 -1.2198688993491018 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 2.385855756810896 -0.40482045237636805 
0.0 -1.5678393027156026 -1.0860694301370588 -1.9083951549636293 -1.5795383484532164 -1.2995063863213 -1.283956214713457 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 2.4702309236843685 
0.0 -1.5678393027156026 -0.9719189735717624 -1.5692981348322312 -0.983818358233053 -1.2899936026607304 -1.4121308454421668 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 2.4702309236843685 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -0.857768517006466 -0.9758783496022847 -1.4944354927074786 -1.2804808190001615 -1.6684801068995867 2.4413111231467406 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -0.7436180604411695 -1.4845238797993818 -1.2391269254702657 -1.2709680353395918 -0.8353450071629719 -0.4096159602595202 -0.40482045237636805 2.4413111231467406 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -0.6294676038758731 -1.2302011147008332 -1.0689212139787905 -1.2614552516790223 -0.707170376434262 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 2.4702309236843685 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -0.5153171473105767 -1.060652604635134 -0.8987155024873154 -1.242429684357883 -1.3480435300778117 -0.4096159602595202 2.4702309236843685 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -0.40116669074528016 -0.8911040945694352 -1.4944354927074786 -1.2329169006973142 0.06187740793799787 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 2.385855756810896 -0.40482045237636805 
0.0 -1.5678393027156026 -0.28701623417998373 -1.4845238797993818 -1.154024069724528 -1.2234041170367445 -1.7325674222639418 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 2.4702309236843685 
0.0 -1.5678393027156026 -0.1728657776146873 -1.1454268596679837 -0.6434069352501025 -1.213891333376175 -0.1303845381550671 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 2.4702309236843685 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 -0.05871532104939088 -0.6367813294708866 -1.154024069724528 -1.2043785497156052 0.3182266693954178 2.4413111231467406 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 0.05543513551590555 -1.1454268596679837 -1.2391269254702657 -1.1853529823944666 -2.0530039990857167 -0.4096159602595202 -0.40482045237636805 2.4413111231467406 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 0.16958559208120197 -1.2302011147008332 -0.7285097909958401 -1.1758401987338971 -0.8353450071629719 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 2.4702309236843685 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 0.28373604864649843 -0.7215555845037361 -1.0689212139787905 -1.1663274150733276 -0.1303845381550671 -0.4096159602595202 2.4702309236843685 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 0.39788650521179486 -1.060652604635134 -0.7285097909958401 -1.1568146314127579 -0.450821114976842 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 2.385855756810896 -0.40482045237636805 
0.0 -1.5678393027156026 0.5120369617770912 -0.7215555845037361 -1.2391269254702657 -1.1473018477521884 0.06187740793799787 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 2.4702309236843685 
0.0 -1.5678393027156026 0.6261874183423877 -1.2302011147008332 -0.8987155024873154 -1.1377890640916193 -0.19447185351942206 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 2.4702309236843685 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 0.7403378749076841 -0.8911040945694352 -0.8987155024873154 -1.1282762804310498 -0.0022099074263571155 2.4413111231467406 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 0.8544883314729805 -0.8911040945694352 -0.4732012237586272 -1.11876349677048 -1.4762181608065217 -0.4096159602595202 -0.40482045237636805 2.4413111231467406 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 0.968638788038277 -0.4672328194051876 -1.2391269254702657 -1.1092507131099105 -0.386733799612487 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 2.4702309236843685 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 1.0827892446035734 -1.2302011147008332 -0.983818358233053 -1.099737929449341 0.19005203866670783 -0.4096159602595202 2.4702309236843685 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 -0.40482045237636805 
0.0 -1.5678393027156026 1.1969397011688698 -0.9758783496022847 -0.7285097909958401 -1.090225145788772 0.06187740793799787 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 2.385855756810896 -0.40482045237636805 
0.0 -1.5678393027156026 1.3110901577341663 -0.7215555845037361 -0.5583040795043649 -1.0807123621282024 -0.386733799612487 -0.4096159602595202 -0.40482045237636805 -0.4096159602595202 -0.40482045237636805 -0.40482045237636805 -0.41913682214245473 2.4702309236843685 
